,Assignee Location,Assignee Name,Fields,Patent Number,Title (Patent Number),fetched,Year,CPC Category
755,"Tokyo, JP",BRIDGESTONE CORPORATION,C,"7,112,369",#7112369,True,2006,"Chemistry, Metallurgy"
756,"Dusseldorf, DE",DEGUSSA AG,C,"7,112,618",#7112618,True,2006,"Chemistry, Metallurgy"
757,"Tokyo, JP",JEOL LTD.,G,"7,112,963",#7112963,True,2006,Physics
759,"Osaka, JP",SHARP KABUSHIKI KAISHA,G,"7,113,237",#7113237,True,2006,Physics
760,"Osaka, JP","SANYO ELECTRIC CO., LTD.",G,"7,113,316",#7113316,True,2006,Physics
761,"Tokyo, JP",MITSUBISHI MATERIALS CORPORATION,G,"7,113,325",#7113325,True,2006,Physics
762,"Tokyo, JP",TDK CORPORATION,G,"7,113,374",#7113374,True,2006,Physics
763,"Hsinchu Hsien, TW",INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,G,"7,113,461",#7113461,True,2006,Physics
764,"Reno, NV","SBC KNOWLEDGE VENTURES, L.P.",H,"7,113,576",#7113576,True,2006,Electricity
766,"Allentown, PA",AGERE SYSTEMS INC.,H,"7,113,811",#7113811,True,2006,Electricity
767,"Dearborn, MI",FORD MOTOR COMPANY,F,"7,114,487",#7114487,True,2006,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
768,"Yokohama, JP","NISSAN MOTOR CO., LTD.",B,"7,114,586",#7114586,True,2006,"Performing Operations, Transporting"
769,"Chaska, MN","QUALITY RESEARCH, DEVELOPMENT & CONSULTING, INC.",D,"7,114,711",#7114711,True,2006,"Textiles, Paper"
770,"St. Paul, MN",3M INNOVATIVE PROPERTIES COMPANY,B,"7,114,870",#7114870,True,2006,"Performing Operations, Transporting"
771,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",G,"7,115,356",#7115356,True,2006,Physics
772,"Gyeonggi-do, KR","SAMSUNG ELECTRONICS CO., LTD.",H,"7,115,441",#7115441,True,2006,Electricity
773,"Waltham, MA","DYNOGEN PHARMACEUTICALS, INC.",A,"7,115,606",#7115606,True,2006,Human Necessities
774,"Gifu-Ken, JP","PACIFIC INDUSTRIAL CO., LTD.",B,"7,116,217",#7116217,True,2006,"Performing Operations, Transporting"
775,"Southfield, MI",LEAR CORPORATION,G,"7,116,242",#7116242,True,2006,Physics
776,"Tokyo, JP","RICOH COMPANY, LTD.",G,"7,116,610",#7116610,True,2006,Physics
777,"Natick, MA",KIDEGIFT INC.,G,"7,117,168",#7117168,True,2006,Physics
779,"Norcross, GA","AMERICAN MEGATRENDS, INC.",G,"7,117,348",#7117348,True,2006,Physics
780,"Mitaka, JP","TOKYO SEIMITSU CO., LTD.",G,"7,117,719",#7117719,True,2006,Physics
781,"Huntsville, AL","SYNAPSE, INC.",F,"7,117,825",#7117825,True,2006,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
782,"Dietzenbach, DE",ITW OBERFLACHENTECHNIK GMBH & CO. KG,B,"7,117,877",#7117877,True,2006,"Performing Operations, Transporting"
783,"El Segundo, CA","MATTEL, INC.",A,"7,118,108",#7118108,True,2006,Human Necessities
784,"Houston, TX","HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",B,"7,118,203",#7118203,True,2006,"Performing Operations, Transporting"
785,"Tao Yuan Shien, TW",QUANTA DISPLAY INC.,G,"7,118,267",#7118267,True,2006,Physics
787,"Gotzis, AT",AMI AGENCY FOR MEDICAL INNOVATONS GMBH,A,"7,118,526",#7118526,True,2006,Human Necessities
788,"Bethlehem, PA",B. BRAUN MEDICAL,A,"7,118,550",#7118550,True,2006,Human Necessities
789,"Heidenheim, DE",VOITH FABRICS HEIDENHEIM GMBH & CO. KG,D,"7,118,651",#7118651,True,2006,"Textiles, Paper"
790,"Cambridge, MA",DYAX CORP.,C,"7,118,872",#7118872,True,2006,"Chemistry, Metallurgy"
791,"Paris, FR",SANOFI-AVENTIS,C,"7,119,087",#7119087,True,2006,"Chemistry, Metallurgy"
792,"Kawasaki, JP",FUJITSU LIMITED,H,"7,119,439",#7119439,True,2006,Electricity
793,"Austin, TX",@SEURITY BROADBAND CORP.,G,"7,119,609",#7119609,True,2006,Physics
794,"Chapel Hill, NC",THE UNIVERSITY OF NORTH CAROLINA,G,"7,119,645",#7119645,True,2006,Physics
795,"Kanagawa-ken, JP","SEMICONDUCTOR ENERGY LABORATORY CO., LTD.",G,"7,119,784",#7119784,True,2006,Physics
796,"Tokyo, JP",CANON KABUSHIKI KAISHA,H,"7,119,851",#7119851,True,2006,Electricity
797,"Tokyo, JP",OLYMPUS CORPORATION,H,"7,120,025",#7120025,True,2006,Electricity
798,"Charlottesville, VA",COMDIAL CORPORATION,H,"7,120,122",#7120122,True,2006,Electricity
799,"Seoul, KR",LG ELECTRONICS INC.,H,"7,120,152",#7120152,True,2006,Electricity
800,"Southampton, GB",SPI LASERS UK LTD,G,"7,120,339",#7120339,True,2006,Physics
801,"Bethesda, MD",LOCKHEED MARTIN CORPORATION,H,"7,120,445",#7120445,True,2006,Electricity
802,"Annapolis, MD","TELECOMMUNICATION SYSTEMS, INC.",H,"7,120,450",#7120450,True,2006,Electricity
803,"Osaka, JP","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",G,"7,120,551",#7120551,True,2006,Physics
804,"Houston, TX","HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",H,"7,120,667",#7120667,True,2006,Electricity
805,"San Jose, CA","CISCO TECHNOLOGY, INC.",H,"7,120,682",#7120682,True,2006,Electricity
806,"Boca Raton, FL","HASSLER CONSORTIUM, INC.",A,"7,120,936",#7120936,True,2006,Human Necessities
808,"Palo Alto, CA","AGILENT TECHNOLOGIES, INC.",G,"7,121,671",#7121671,True,2006,Physics
810,"Darmstadt, DE",WELLA AG,A,"7,122,061",#7122061,True,2006,Human Necessities
811,"Houston, TX","EQUISTAR CHEMICALS, LP",C,"7,122,497",#7122497,True,2006,"Chemistry, Metallurgy"
812,"Abbott Park, IL",ABBOTT LABORATORIES,C,"7,122,625",#7122625,True,2006,"Chemistry, Metallurgy"
813,"Sunnyvale, CA","ADVANCED MICRO DEVICES, INC.",H,"7,122,863",#7122863,True,2006,Electricity
814,"Northridge, CA","MEDTRONIC MINIMED, INC.",A,"7,123,206",#7123206,True,2006,Human Necessities
815,"Kanagawa-ken, JP","SEMICONDUCTOR ENERGY LABORATORY CO., LTD.",G,"7,123,320",#7123320,True,2006,Physics
816,"Santa Clara, CA",INTEL CORPORATION,G,"7,123,500",#7123500,True,2006,Physics
817,"Maple Plain, MN","THE PROTOMOLD COMPANY, INC.",B,"7,123,986",#7123986,True,2006,"Performing Operations, Transporting"
819,"Cincinnati, OH",THE KROGER COMPANY,G,"7,124,098",#7124098,True,2006,Physics
820,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"7,124,353",#7124353,True,2006,Physics
821,"Charlottesville, VA","GE FANUC AUTOMATION NORTH AMERICA, INC.",G,"7,124,397",#7124397,True,2006,Physics
822,"St. Louis, MO",EMERSON ELECTRIC CO.,B,"7,124,608",#7124608,True,2006,"Performing Operations, Transporting"
823,"Akron, OH",THE GOODYEAR TIRE & RUBBER COMPANY,G,"7,124,629",#7124629,True,2006,Physics
824,"Mexico, MO",MEXICO PLASTIC COMPANY,B,"7,124,889",#7124889,True,2006,"Performing Operations, Transporting"
825,"Seoul, KR",HYUNDAI MOTOR COMPANY,B,"7,125,023",#7125023,True,2006,"Performing Operations, Transporting"
828,"Santa Clara, CA","APPLIED MATERIALS, INC.",C,"7,125,758",#7125758,True,2006,"Chemistry, Metallurgy"
829,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,C,"7,125,989",#7125989,True,2006,"Chemistry, Metallurgy"
830,"London, GB",ROLLS-ROYCE PLC,B,"7,126,075",#7126075,True,2006,"Performing Operations, Transporting"
831,TW,UNITED MICROELECTRONICS CORP.,B,"7,126,150",#7126150,True,2006,"Performing Operations, Transporting"
832,"Eindhoven, NL","KONINKLIJKE PHILIPS ELECTRONICS, N.V.",G,"7,126,364",#7126364,True,2006,Physics
833,"Hsin Chu, TW",MEDIATEK INC.,G,"7,126,384",#7126384,True,2006,Physics
834,"San Jose, CA",CYPRESS SEMICONDUCTOR CORPORATION,H,"7,126,391",#7126391,True,2006,Electricity
835,"Aichi-gun, JP",KABUSHIKI KAISHA TOYOTA CHUO KENKYUSHO,B,"7,126,460",#7126460,True,2006,"Performing Operations, Transporting"
837,"Osaka, JP","HITACHI MAXELL, LTD.",G,"7,126,906",#7126906,True,2006,Physics
838,"Carrollton, TX","STMICROELECTRONICS, INC.",H,"7,126,984",#7126984,True,2006,Electricity
839,"Eindhoven, NL",KONINKLIJKE PHILIPS ELECTRONICS N.V.,G,"7,126,994",#7126994,True,2006,Physics
840,"Eindhoven, NL","KONINKLIJKE PHILIPS ELECTRONICS, N.V.",H,"7,127,036",#7127036,True,2006,Electricity
841,"Tokyo, JP",SONY CORPORATION,G,"7,127,122",#7127122,True,2006,Physics
842,"Crystal Bay, NV",NOCWATCH INTERNATIONAL INC.,A,"7,127,370",#7127370,True,2006,Human Necessities
843,"Hsinchu, TW",INCENTIA DESIGN SYSTEMS CORP.,G,"7,127,695",#7127695,True,2006,Physics
844,"Tokyo-to, JP","HITACHI, LTD.",B,"7,128,182",#7128182,True,2006,"Performing Operations, Transporting"
845,"Osaka, JP","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",B,"7,128,315",#7128315,True,2006,"Performing Operations, Transporting"
847,"Tokyo, JP",OLYMPUS CORPORATION,A,"7,128,742",#7128742,True,2006,Human Necessities
848,"Palo Alto, CA","AGILENT TECHNOLOGIES, INC.",B,"7,129,046",#7129046,True,2006,"Performing Operations, Transporting"
849,"New York, NY",NEW YORK UNIVERSITY,C,"7,129,055",#7129055,True,2006,"Chemistry, Metallurgy"
850,"Durham, NC",DUKE UNIVERSITY,B,"7,129,096",#7129096,True,2006,"Performing Operations, Transporting"
851,"Boise, ID","MICRON TECHNOLOGY, INC.",B,"7,129,160",#7129160,True,2006,"Performing Operations, Transporting"
852,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,H,"7,129,169",#7129169,True,2006,Electricity
853,"Frankfurt am Main, DE",NANOGEN RECOGNOMICS GMBH,C,"7,129,229",#7129229,True,2006,"Chemistry, Metallurgy"
854,"Osaka, JP",KANEKA CORPORATION,C,"7,129,294",#7129294,True,2006,"Chemistry, Metallurgy"
855,"Franklin Lakes, NJ",BECTON DICKINSON AND COMPANY,G,"7,129,505",#7129505,True,2006,Physics
856,"Irvine, CA",BROADCOM CORPORATION,H,"7,129,792",#7129792,True,2006,Electricity
857,"Tokyo, JP",CANON KABUSHIKI KAISHA,H,"7,130,064",#7130064,True,2006,Electricity
858,"Fort Collins, CO","DISCERNIX, INCORPORATED",G,"7,130,401",#7130401,True,2006,Physics
859,"Osaka, JP","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",G,"7,130,422",#7130422,True,2006,Physics
860,"Boulogne-Billancourt, FR",THOMSON LICENSING,H,"7,130,528",#7130528,True,2006,Electricity
861,publ,TELEFONAKTIEGOLAGET LM ERICSSON,H,"7,130,608",#7130608,True,2006,Electricity
862,JP,SONY CORPORATION,H,"7,130,631",#7130631,True,2006,Electricity
863,"Waterloo, CA",RESEARCH IN MOTION LIMITED,H,"7,130,667",#7130667,True,2006,Electricity
864,"Tokyo, JP","HITACHI, LTD.",G,"7,130,832",#7130832,True,2006,Physics
865,JP,SEIKO EPSON CORPORATION,H,"7,131,194",#7131194,True,2006,Electricity
866,"High Point, NC","FREUD AMERICA, INC.",B,"7,131,473",#7131473,True,2006,"Performing Operations, Transporting"
867,"Paris, FR",ALCATEL,B,"7,131,484",#7131484,True,2006,"Performing Operations, Transporting"
868,"Waldachtal, DE",FISCHERWERKE ARTUR FISCHER GMBH & CO. KG,B,"7,131,690",#7131690,True,2006,"Performing Operations, Transporting"
869,"Lake Forest, IL",BRUNSWICK CORPORATION,B,"7,131,877",#7131877,True,2006,"Performing Operations, Transporting"
870,"Kuala Lumpur, MYMassachusetts Institute of Technology",GOVERNMENT OF MALAYSIA,A,"7,132,117",#7132117,True,2006,Human Necessities
871,"Wuppertal, DE",TEIJIN TWARON GMBH,D,"7,132,131",#7132131,True,2006,"Textiles, Paper"
872,"Cleveland, OH","PPG INDUSTRIES OHIO, INC.",C,"7,132,477",#7132477,True,2006,"Chemistry, Metallurgy"
873,"Schenectady, NY",GENERAL ELECTRIC COMPANY,C,"7,132,498",#7132498,True,2006,"Chemistry, Metallurgy"
874,"Munich, DE",INFINEON TECHNOLOGIES AG,H,"7,132,726",#7132726,True,2006,Electricity
875,"Eugene, ORSensormatic Electronics Corporation","PSC SCANNING, INC.",G,"7,132,947",#7132947,True,2006,Physics
876,"Lexington, MA","VISTAPRINT USA, INC.",G,"7,133,149",#7133149,True,2006,Physics
877,"Round Rock, TX",DELL PRODUCTS L.P.,G,"7,133,290",#7133290,True,2006,Physics
878,"Suwon-si, KR","SAMSUNG ELECTRONICS CO., LTD.",G,"7,133,342",#7133342,True,2006,Physics
879,"Dallas, TX",TEXAS INSTRUMENTS INCORPORATED,H,"7,133,435",#7133435,True,2006,Electricity
880,"Hsin-Chu, TW",SILICON INTEGRATED SYSTEMS CORP.,H,"7,133,448",#7133448,True,2006,Electricity
881,"Santa Clara, CA",INTEL CORPORATION,H,"7,133,455",#7133455,True,2006,Electricity
882,"Santa Clara, CA",APPLIED IMAGING CORPORATION,G,"7,133,543",#7133543,True,2006,Physics
883,"Singapore, SG",AVAGO TECHNOLOGIES SENSOR IP PTE. LTD.,G,"7,133,553",#7133553,True,2006,Physics
886,"Espoo, FI",NOKIA CORPORATION,H,"7,133,690",#7133690,True,2006,Electricity
887,"Wilmerding, PA",WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,B,"7,133,796",#7133796,True,2006,"Performing Operations, Transporting"
888,"Mountain View, CA","MIPS TECHNOLOGIES, INC.",G,"7,134,116",#7134116,True,2006,Physics
890,"Volvera, IT",FORVET S.R.L.,B,"7,134,936",#7134936,True,2006,"Performing Operations, Transporting"
891,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"7,135,326",#7135326,True,2006,"Chemistry, Metallurgy"
892,"Domat/Ems, CH",EMS-CHEMIE AG,C,"7,135,428",#7135428,True,2006,"Chemistry, Metallurgy"
893,"Basel, CH",NOVARTIS AG,A,"7,135,442",#7135442,True,2006,Human Necessities
894,"Mayfield Heights, OH","ROCKWELL AUTOMATION TECHNOLOGIES, INC.",G,"7,135,833",#7135833,True,2006,Physics
895,"Irvine, CA",BROADCOM CORPORATION,H,"7,135,942",#7135942,True,2006,Electricity
896,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"7,136,807",#7136807,True,2006,Physics
897,"Tokyo, JP",SONY CORPORATION,G,"7,137,129",#7137129,True,2006,Physics
898,"Tokyo, JP",JAMCO CORPORATION,B,"7,137,273",#7137273,True,2006,"Performing Operations, Transporting"
899,"Houston, TX",BAKER HUGHES INCORPORATED,E,"7,137,452",#7137452,True,2006,Fixed Construction
900,"Giessen, DE",LENZ ELEKTRONIK GMBH,A,"7,137,600",#7137600,True,2006,Human Necessities
901,"Lausanne, CHN/A",ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE-SERVICE DES RELATIONS INDUSTRIELLES,A,"7,137,952",#7137952,True,2006,Human Necessities
902,"Gyeonggi-do, KR","CREAGENE, INC.",A,"7,138,274",#7138274,True,2006,Human Necessities
903,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"7,138,347",#7138347,True,2006,"Chemistry, Metallurgy"
904,"Seoul, KR",LG ELECTRONICS INC.,G,"7,138,761",#7138761,True,2006,Physics
905,"Milpitas, CA",INTERSIL CORPORATION,H,"7,138,789",#7138789,True,2006,Electricity
906,"Hsinchu, TW",ITE TECH. INC.,H,"7,138,932",#7138932,True,2006,Electricity
908,"Moscow, RUStavitsky; Alexandr Ilyich",BETELIN; VLADIMIR BORISOVICH,B,"7,139,009",#7139009,True,2006,"Performing Operations, Transporting"
909,"Tokyo, JP",SONY CORPORATION,G,"7,139,796",#7139796,True,2006,Physics
910,"Redmond, WA",MICROSOFT CORPORATION,H,"7,139,815",#7139815,True,2006,Electricity
911,"North Andover, MA",SCHNEIDER AUTOMATION INC.,H,"7,139,839",#7139839,True,2006,Electricity
912,"Houston, TX","HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",G,"7,139,859",#7139859,True,2006,Physics
914,"Osaka, JP","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",G,"7,139,989",#7139989,True,2006,Physics
915,"Worcester, MA",MORGAN CONSTRUCTION COMPANY,B,"7,140,221",#7140221,True,2006,"Performing Operations, Transporting"
916,"Tokyo, JP",SEIKO EPSON CORPORATION,F,"7,140,733",#7140733,True,2006,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
917,"Taipei Hsien, TW",PIXON TECHNOLOGIES CORP.,H,"7,140,762",#7140762,True,2006,Electricity
918,"Lexington, KY","LEXMARK INTERNATIONAL, INC.",B,"7,140,793",#7140793,True,2006,"Performing Operations, Transporting"
921,"New South Wales, AU",RESMED LIMITED,A,"7,141,021",#7141021,True,2006,Human Necessities
922,"Arlington, TN","WRIGHT MEDICAL TECHNOLOGY, INC.",A,"7,141,053",#7141053,True,2006,Human Necessities
923,"Tokyo, JP",TOKYO ELECTRON LIMITED,H,"7,141,178",#7141178,True,2006,Electricity
924,"South San Francisco, CA","GENENTECH, INC.",C,"7,141,421",#7141421,True,2006,"Chemistry, Metallurgy"
925,GB,UNIVERSITY COURT OF THE UNIVERSITY OF DUNDEE,C,"7,141,541",#7141541,True,2006,"Chemistry, Metallurgy"
926,"Sodertalje, SE",ASTRAZENECA AB,C,"7,141,577",#7141577,True,2006,"Chemistry, Metallurgy"
927,"Madison, NJ",WYETH,C,"7,141,611",#7141611,True,2006,"Chemistry, Metallurgy"
928,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",C,"7,141,805",#7141805,True,2006,"Chemistry, Metallurgy"
929,"Livermore, CA","FORMFACTOR, INC.",H,"7,142,000",#7142000,True,2006,Electricity
930,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"7,142,317",#7142317,True,2006,Physics
931,"Rochester, NY",EASTMAN KODAK COMPANY,H,"7,142,335",#7142335,True,2006,Electricity
932,"Dallas, TX",TEXAS INSTRUMENTS INCORPORATED,H,"7,142,841",#7142841,True,2006,Electricity
933,"Tokyo, JP","NTT DOCOMO, INC.",H,"7,142,888",#7142888,True,2006,Electricity
934,"Kawasaki, JP",FUJITSU LIMITED,G,"7,143,138",#7143138,True,2006,Physics
935,Vaster{dot over,ABB AB,H,"7,143,149",#7143149,True,2006,Electricity
936,"Tokyo, JP",SONY CORPORATION,G,"7,143,445",#7143445,True,2006,Physics
937,"Louisville, KYLantech HOlding Corp.",LANTECH MANAGEMENT CORP.,B,"7,143,569",#7143569,True,2006,"Performing Operations, Transporting"
938,"Seoul, KR",LG ELECTRONICS INC.,F,"7,143,603",#7143603,True,2006,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
939,"Tokyo, JP","NITTO KOHKI CO., LTD.",B,"7,143,840",#7143840,True,2006,"Performing Operations, Transporting"
940,"New York, NY",CANTOR INDEX LLC,G,"7,144,011",#7144011,True,2006,Physics
941,"Taipei, TW","CHENG UEI PRECISION INDUSTRY CO., LTD.",G,"7,144,276",#7144276,True,2006,Physics
943,"New Brunswick, NJ",JOHNSON & JOHNSON,B,"7,144,502",#7144502,True,2006,"Performing Operations, Transporting"
944,"Salisbury, GBN/A","THE SECRETARY OF THE STATE OF DEFENSE, DEFENCE SCIENCE AND TECHNOLOGY LABORATORY OF PORTON DOWN",A,"7,144,721",#7144721,True,2006,Human Necessities
945,"Munich, DE",GIESECKE & DEVRIENT GMBH,H,"7,144,757",#7144757,True,2006,Electricity
946,"Hayward, CA","EKC TECHNOLOGY, INC.",C,"7,144,849",#7144849,True,2006,"Chemistry, Metallurgy"
947,"New York, NY",PFIZER INC,C,"7,144,882",#7144882,True,2006,"Chemistry, Metallurgy"
948,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"7,144,938",#7144938,True,2006,"Chemistry, Metallurgy"
949,"South San Francisco, CA","GENENTECH, INC.",C,"7,144,996",#7144996,True,2006,"Chemistry, Metallurgy"
950,"Hsinchu, TW",UNITED MICROELECTRONICS CORP.,H,"7,145,208",#7145208,True,2006,Electricity
951,"Santa Clara, CA",INTEL CORPORATION,H,"7,145,243",#7145243,True,2006,Electricity
952,"Fukui, JP","ORION ELECTRIC CO., LTD.",H,"7,145,761",#7145761,True,2006,Electricity
953,"Herndon, VA","SURETY, LLC",H,"7,146,009",#7146009,True,2006,Electricity
954,"Kirchheim/Teck-Nabern, DE",DIALOG IMAGING SYSTEMS GMBH,H,"7,146,040",#7146040,True,2006,Electricity
955,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,H,"7,146,053",#7146053,True,2006,Electricity
956,"Nagoya, JP",BROTHER KOGYO KABUSHIKI KAISHA,G,"7,146,121",#7146121,True,2006,Physics
957,"Balmain, AU",SILVERBROOK RESEARCH PTY LTD,B,"7,146,281",#7146281,True,2006,"Performing Operations, Transporting"
958,"Houston, TX","HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",G,"7,146,350",#7146350,True,2006,Physics
959,"San Jose, CA",QUANTUM CORPORATION,G,"7,146,492",#7146492,True,2006,Physics
961,"Yokohama, JP","NISSAN MOTOR CO., LTD.",B,"7,146,801",#7146801,True,2006,"Performing Operations, Transporting"
964,"Rochester, NY",EASTMAN KODAK COMPANY,G,"7,148,937",#7148937,True,2006,Physics
965,"Santa Clara, CA",INTEL CORPORATION,F,"7,149,085",#7149085,True,2006,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
966,"Oakbrook Terrace, IL",ROSETTA-WIRELESS CORPORATION,H,"7,149,511",#7149511,True,2006,Electricity
967,"Acton, MA","AUTOCELL LABORATORIES, INC.",H,"7,149,520",#7149520,True,2006,Electricity
968,"Espoo, FI",NOKIA CORPORATION,H,"7,149,547",#7149547,True,2006,Electricity
969,"Warrenville, IL",BP CORPORATION NORTH AMERICA INC.,G,"7,149,630",#7149630,True,2006,Physics
970,"Severna Park, MD","CARPENTER, JR.; WILLIAM H.",G,"7,149,754",#7149754,True,2006,Physics
971,"Santa Clara, CA",INTEL CORPORATION,G,"7,149,890",#7149890,True,2006,Physics
972,"Baton Rouge, LAN/A",BOARD OF SUPERVISORS OF LOUISIANA STATE UNIVERSITY AGRICULTURAL & MECHANICAL COLLEGE,A,"7,150,141",#7150141,True,2006,Human Necessities
973,"Plymouth, MI","PLASTIPAK PACKAGING, INC.",B,"7,150,371",#7150371,True,2006,"Performing Operations, Transporting"
974,"Kaohsiung, TW",ADVANCED SEMICONDUCTOR ENGINEERING INC.,H,"7,151,012",#7151012,True,2006,Electricity
975,"Tokyo, JP","MITSUMI ELECTRIC CO., LTD.",G,"7,151,646",#7151646,True,2006,Physics
976,"Birmingham, GB",M-STACK LIMITED,H,"7,151,930",#7151930,True,2006,Electricity
977,"Tokyo, JP","NTT DOCOMO, INC.",H,"7,151,948",#7151948,True,2006,Electricity
978,"Tokyo, JP","NTT DOCOMO, INC.",H,"7,151,952",#7151952,True,2006,Electricity
979,"Gwangju, KR","SAMSUNG GWANGJU ELECTRONICS CO., LTD.",A,"7,152,277",#7152277,True,2006,Human Necessities
981,"Fillmore, CA",ARMSTRONG; DONALD M.,B,"7,152,525",#7152525,True,2006,"Performing Operations, Transporting"
982,"Sugar Land, TX",SCHLUMBERGER TECHNOLOGY CORPORATION,E,"7,152,677",#7152677,True,2006,Fixed Construction
984,"Oconomowoc, WI",ORBIS CORPORATION,B,"7,152,738",#7152738,True,2006,"Performing Operations, Transporting"
987,"Karlstad, SE",METSO PAPER KARLSTAD AKTIEBOLAG,D,"7,153,389",#7153389,True,2006,"Textiles, Paper"
988,"Te Heerlen, NL",DSM IP ASSETS B.V.,C,"7,153,984",#7153984,True,2006,"Chemistry, Metallurgy"
989,"San Diego, CA","TAKEDA SAN DIEGO, INC.",C,"7,154,002",#7154002,True,2006,"Chemistry, Metallurgy"
990,"Wilmington, DE",E.I. DU PONT DE NEMOURS AND COMPANY,C,"7,154,029",#7154029,True,2006,"Chemistry, Metallurgy"
991,"Boise, ID","MICRON TECHNOLOGY, INC.",H,"7,154,078",#7154078,True,2006,Electricity
992,"Tokushima-ken, JP","NICHIA CHEMICAL INDUSTRIES, LIMITED",H,"7,154,128",#7154128,True,2006,Electricity
993,"Balmain, AU",SILVERBROOK RESEARCH PTY LTD,H,"7,154,638",#7154638,True,2006,Electricity
994,"Tokyo, JP","HITACHI GLOBAL STORAGE TECHNOLOGIES JAPAN, LTD.",B,"7,154,714",#7154714,True,2006,"Performing Operations, Transporting"
995,"Osaka, JP",SHARP KABUSHIKI KAISHA,H,"7,154,860",#7154860,True,2006,Electricity
996,"Redmond, WA",MICROSOFT CORPORATION,H,"7,154,869",#7154869,True,2006,Electricity
998,"Golden, CO",COLORADO SCHOOL OF MINES,G,"7,155,082",#7155082,True,2006,Physics
1,"East Aurora, NY",MOOG INC.,H,"7,155,804",#7155804,True,2007,Electricity
2,GB,LIFESCAN SCOTLAND LIMITED,G,"7,156,117",#7156117,True,2007,Physics
3,"Racine, WI",MODINE MANUFACTURING COMPANY,F,"7,156,401",#7156401,True,2007,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
4,"Horb, DE",FISCHER AUTOMOTIVE SYSTEMS GMBH,E,"7,156,427",#7156427,True,2007,Fixed Construction
5,"Hsinchu, TW",INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,B,"7,156,487",#7156487,True,2007,"Performing Operations, Transporting"
6,"Ibaraki, JP",NITTO DENKO CORPORATION,G,"7,156,530",#7156530,True,2007,Physics
7,"San Antonio, TX","GCK, INC.",B,"7,156,609",#7156609,True,2007,"Performing Operations, Transporting"
9,"Carlsbad, CA",CALLAWAY GOLF COMPANY,A,"7,156,755",#7156755,True,2007,Human Necessities
10,"Niskayuna, NY",GENERAL ELECTRIC COMPANY,H,"7,156,938",#7156938,True,2007,Electricity
11,"Palm Harbor, FL","CREATING MOLD SOLUTIONS, INC.",B,"7,157,037",#7157037,True,2007,"Performing Operations, Transporting"
12,"Temecula, CA",STERIS INC.,A,"7,157,046",#7157046,True,2007,Human Necessities
13,"Vancouver, CA",NEUROMED PHARMACEUTICALS LTD.,C,"7,157,243",#7157243,True,2007,"Chemistry, Metallurgy"
14,"Tokyo, JP","HITACHI CHEMICAL CO., LTD.",B,"7,157,506",#7157506,True,2007,"Performing Operations, Transporting"
15,"Oakland, CA",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,C,"7,157,575",#7157575,True,2007,"Chemistry, Metallurgy"
16,"Stoughton, MA",ARK-LES CORPORATION,F,"7,157,670",#7157670,True,2007,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
17,"Sunnyvale, CA","CANESTA, INC.",G,"7,157,685",#7157685,True,2007,Physics
18,"Austin, TX",@SECURITY BROADBAND CORP.,G,"7,158,026",#7158026,True,2007,Physics
19,"Osaka, JP","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",H,"7,158,161",#7158161,True,2007,Electricity
20,"Tokyo, JP",CANON KABUSHIKI KAISHA,H,"7,158,249",#7158249,True,2007,Electricity
